Order,Best_source,Det_to_species,Doug_to_check,Human_alternative,Human_comment,Alien,Original,Official,Synonym,TNRS_Name_submitted,TNRS_Name_matched,TNRS_Author_matched,TNRS_Overall_score,TNRS_Taxonomic_status,TNRS_Accepted_name,TNRS_Accepted_author,TNRS_Accepted_family,TNRS_Source,TNRS_Warnings,TNRS_Accepted_name_lsid
1332,TNRS_Accepted_name,,,,,,Othonna coronopifolia,1,0,Othonna coronopifolia,Othonna coronopifolia,,1,Accepted,Othonna coronopifolia,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:403706DE-33B1-461E-9367-7AEE3670972A
1333,TNRS_Accepted_name,,,,,,Othonna digitata,1,0,Othonna digitata,Othonna digitata,,1,Accepted,Othonna digitata,L.f.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:DAF0A34E-01DF-4178-A17A-CE9AA44301C0
1334,TNRS_Accepted_name,,,,,,Othonna filicaulis,0,1,Othonna filicaulis,Othonna filicaulis,,1,Accepted,Othonna filicaulis,Jacq.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:9100DAA4-114D-4E97-9E34-BC96A674D333
1336,TNRS_Accepted_name,,,,,,Othonna quinquedentata,1,0,Othonna quinquedentata,Othonna quinquedentata,,1,Accepted,Othonna quinquedentata,Thunb.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:8683956A-0C56-48BB-897C-C806AE7FA410
1341,TNRS_Accepted_name,,,,,,Othonna stenophylla,1,0,Othonna stenophylla,Othonna stenophylla,,1,Accepted,Othonna stenophylla,Levyns,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:8AB59ED9-03FC-4876-BA04-358DBB666DF3
1344,TNRS_Accepted_name,,,,,,Oxalis luteola,1,0,Oxalis luteola,Oxalis luteola,,1,Accepted,Oxalis luteola,Jacq.,Oxalidaceae,tpl;tropicos, ,
1349,TNRS_Accepted_name,,,,,,oxalis polyphylla,0,0,oxalis polyphylla,Oxalis polyphylla,,1,Accepted,Oxalis polyphylla,Jacq.,Oxalidaceae,tpl;tropicos, ,
1350,TNRS_Accepted_name,,,,,,Oxalis polyphylla,1,0,Oxalis polyphylla,Oxalis polyphylla,,1,Accepted,Oxalis polyphylla,Jacq.,Oxalidaceae,tpl;tropicos, ,
1352,TNRS_Accepted_name,,,,,,Oxalis purpurea,1,0,Oxalis purpurea,Oxalis purpurea,,1,Accepted,Oxalis purpurea,L.,Oxalidaceae,tpl;tropicos;usda, ,
1378,TNRS_Accepted_name,,,,,,Oxalis versicolor,1,0,Oxalis versicolor,Oxalis versicolor,,1,Accepted,Oxalis versicolor,L.,Oxalidaceae,tpl;tropicos, ,
1383,TNRS_Accepted_name,,,,,,Passerina corymbosa,1,0,Passerina corymbosa,Passerina corymbosa,,1,Accepted,Passerina corymbosa,Eckl. ex C.H. Wright,Thymelaeaceae,tpl;tropicos, ,
1385,TNRS_Accepted_name,,,,,,Passerina paleacea,1,0,Passerina paleacea,Passerina paleacea,,1,Accepted,Passerina paleacea,Wikstr.,Thymelaeaceae,tpl;tropicos, ,
1388,TNRS_Accepted_name,,,,,,Passerina rigida,1,0,Passerina rigida,Passerina rigida,,1,Accepted,Passerina rigida,Wikstr.,Thymelaeaceae,tpl;tropicos, ,
1392,TNRS_Accepted_name,,,,,,Pelargonium,0,0,Pelargonium,Pelargonium,,1,Accepted,Pelargonium,,Geraniaceae,tpl;usda, ,
1393,TNRS_Accepted_name,,,,,,Pelargonium betulinum,1,0,Pelargonium betulinum,Pelargonium betulinum,,1,Accepted,Pelargonium betulinum,(L.) L'Hթr. ex Aiton,Geraniaceae,tpl;tropicos, ,
1394,TNRS_Accepted_name,,,,,,Pelargonium capitatum,1,0,Pelargonium capitatum,Pelargonium capitatum,,1,Accepted,Pelargonium capitatum,(L.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1396,TNRS_Accepted_name,,,,,,Pelargonium chamaedryfolium,1,0,Pelargonium chamaedryfolium,Pelargonium chamaedryfolium,,1,Accepted,Pelargonium chamaedryfolium,Jacq.,Geraniaceae,tpl;tropicos, ,
1399,TNRS_Accepted_name,,,,,,Pelargonium cucullatum,1,0,Pelargonium cucullatum,Pelargonium cucullatum,,1,Accepted,Pelargonium cucullatum,(L.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1402,TNRS_Accepted_name,,,,,,Pelargonium elongatum,1,0,Pelargonium elongatum,Pelargonium elongatum,,1,Accepted,Pelargonium elongatum,Salisb.,Geraniaceae,tpl;tropicos, ,
1404,TNRS_Accepted_name,,,,,,Pelargonium grossularioides,1,0,Pelargonium grossularioides,Pelargonium grossularioides,,1,Accepted,Pelargonium grossularioides,(L.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1407,TNRS_Accepted_name,,,,,,Pelargonium longifolium,1,0,Pelargonium longifolium,Pelargonium longifolium,,1,Accepted,Pelargonium longifolium,Jacq.,Geraniaceae,tpl;tropicos, ,
1408,TNRS_Accepted_name,,,,,,Pelargonium myrrhifolium,1,0,Pelargonium myrrhifolium,Pelargonium myrrhifolium,,1,Accepted,Pelargonium myrrhifolium,(L.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1409,TNRS_Accepted_name,,,,,,Pelargonium peltatum,1,0,Pelargonium peltatum,Pelargonium peltatum,,1,Accepted,Pelargonium peltatum,(L.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1411,TNRS_Accepted_name,,,,,,pelargonium pinnatum,0,0,pelargonium pinnatum,Pelargonium pinnatum,,1,Accepted,Pelargonium pinnatum,(L.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1412,TNRS_Accepted_name,,,,,,Pelargonium pinnatum,1,0,Pelargonium pinnatum,Pelargonium pinnatum,,1,Accepted,Pelargonium pinnatum,(L.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1413,TNRS_Accepted_name,,,,,,Pelargonium quercifolium,1,0,Pelargonium quercifolium,Pelargonium quercifolium,,1,Accepted,Pelargonium quercifolium,(L. f.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1419,TNRS_Accepted_name,,,,,,Pelargonium tabulare,1,0,Pelargonium tabulare,Pelargonium tabulare,,1,Accepted,Pelargonium tabulare,L'Hթr.,Geraniaceae,tpl;tropicos, ,
1420,TNRS_Accepted_name,,,,,,Pelargonium triste,1,0,Pelargonium triste,Pelargonium triste,,1,Accepted,Pelargonium triste,(L.) L'Hթr.,Geraniaceae,tpl;tropicos, ,
1421,TNRS_Accepted_name,,,,,,Pelargonium undulatum,1,0,Pelargonium undulatum,Pelargonium undulatum,,1,Accepted,Pelargonium undulatum,Pers.,Geraniaceae,tpl;tropicos, ,
1422,TNRS_Accepted_name,,,,,,Pellaea calomelanos,1,0,Pellaea calomelanos,Pellaea calomelanos,,1,Accepted,Pellaea calomelanos,(Sw.) Link,Pteridaceae,tpl;tropicos, ,
1424,TNRS_Accepted_name,,,,,,Penaea mucronata,1,0,Penaea mucronata,Penaea mucronata,,1,Accepted,Penaea mucronata,L.,Penaeaceae,tpl;tropicos, ,
1431,TNRS_Accepted_name,,,,,,Pennisetum clandestinum,1,0,Pennisetum clandestinum,Pennisetum clandestinum,,1,Accepted,Pennisetum clandestinum,Hochst. ex Chiov.,Poaceae,tpl;usda, ,
1432,TNRS_Accepted_name,,,,,,Pennisetum macrourum,1,0,Pennisetum macrourum,Pennisetum macrourum,,1,Accepted,Pennisetum macrourum,Trin.,Poaceae,tpl;usda, ,
1447,TNRS_Accepted_name,,,,,,Pentameris macrocalycina,1,0,Pentameris macrocalycina,Pentameris macrocalycina,,1,Accepted,Pentameris macrocalycina,(Steud.) Schweick.,Poaceae,tpl;tropicos, ,
1454,TNRS_Accepted_name,,,,,,Pentaschistis airoides,0,1,Pentaschistis airoides,Pentaschistis airoides,,1,Accepted,Pentaschistis airoides,(Nees) Stapf,Poaceae,tpl;tropicos, ,
1455,TNRS_Accepted_name,,,,,,Pentaschistis ampla,0,1,Pentaschistis ampla,Pentaschistis ampla,,1,Accepted,Pentaschistis ampla,(Nees) McClean,Poaceae,tpl;tropicos, ,
1456,TNRS_Accepted_name,,,,,,Pentaschistis argentea,0,1,Pentaschistis argentea,Pentaschistis argentea,,1,Accepted,Pentaschistis argentea,Stapf,Poaceae,tpl;tropicos, ,
1458,TNRS_Accepted_name,,,,,,Pentaschistis barbata,0,1,Pentaschistis barbata,Pentaschistis barbata,,1,Accepted,Pentaschistis barbata,(Nees) H.P.Linder,Poaceae,tpl, ,
1459,TNRS_Accepted_name,,,,,,Pentaschistis colorata,0,1,Pentaschistis colorata,Pentaschistis colorata,,1,Accepted,Pentaschistis colorata,(Steud.) Stapf,Poaceae,tpl;tropicos, ,
1460,TNRS_Accepted_name,,,,,,Pentaschistis curvifolia,0,1,Pentaschistis curvifolia,Pentaschistis curvifolia,,1,Accepted,Pentaschistis curvifolia,(Schrad.) Stapf,Poaceae,tpl;tropicos, ,
1461,TNRS_Accepted_name,,,,,,Pentaschistis eriostoma,0,1,Pentaschistis eriostoma,Pentaschistis eriostoma,,1,Accepted,Pentaschistis eriostoma,(Nees) Stapf,Poaceae,tpl;tropicos, ,
1463,TNRS_Accepted_name,,,,,,Pentaschistis malouinensis,0,1,Pentaschistis malouinensis,Pentaschistis malouinensis,,1,Accepted,Pentaschistis malouinensis,(Steud.) Clayton,Poaceae,tpl;tropicos, ,
1464,TNRS_Accepted_name,,,,,,Pentaschistis pallescens,0,1,Pentaschistis pallescens,Pentaschistis pallescens,,1,Accepted,Pentaschistis pallescens,(Schrad.) Stapf,Poaceae,tpl;tropicos, ,
1465,TNRS_Accepted_name,,,,,,Pentaschistis pallida,0,1,Pentaschistis pallida,Pentaschistis pallida,,1,Accepted,Pentaschistis pallida,(Thunb.) H.P.Linder,Poaceae,tpl, ,
1466,TNRS_Accepted_name,,,,,,Pentaschistis papillosa,0,1,Pentaschistis papillosa,Pentaschistis papillosa,,1,Accepted,Pentaschistis papillosa,H.P.Linder,Poaceae,tpl, ,
1487,TNRS_Accepted_name,,,,,,Petalacte coronata,1,0,Petalacte coronata,Petalacte coronata,,1,Accepted,Petalacte coronata,(L.) D.Don,Asteraceae,gcc, ,urn:lsid:compositae.org:names:FFEEAF51-B042-48DB-A7B6-8DAACBD9FABC
1488,TNRS_Accepted_name,,,,,,Petrorhagia prolifera,1,0,Petrorhagia prolifera,Petrorhagia prolifera,,1,Accepted,Petrorhagia prolifera,(L.) P.W.Ball & Heywood,Caryophyllaceae,tpl, ,
1498,TNRS_Accepted_name,,,,,,Pharnaceum elongatum,1,0,Pharnaceum elongatum,Pharnaceum elongatum,,1,Accepted,Pharnaceum elongatum,Adamson,Molluginaceae,tpl;tropicos, ,
1502,TNRS_Accepted_name,,,,,,Phylica buxifolia,0,0,Phylica buxifolia,Phylica buxifolia,,1,Accepted,Phylica buxifolia,L.,Rhamnaceae,tpl;tropicos, ,
1504,TNRS_Accepted_name,,,,,,Phylica dioica,0,0,Phylica dioica,Phylica dioica,,1,Accepted,Phylica dioica,L.,Rhamnaceae,tpl;tropicos, ,
1506,TNRS_Accepted_name,,,,,,Phylica ericoides,0,0,Phylica ericoides,Phylica ericoides,,1,Accepted,Phylica ericoides,L.,Rhamnaceae,tpl;tropicos, ,
1510,TNRS_Accepted_name,,,,,,Phylica imberbis,0,0,Phylica imberbis,Phylica imberbis,,1,Accepted,Phylica imberbis,P.J. Bergius,Rhamnaceae,tpl;tropicos, ,
1511,TNRS_Accepted_name,,,,,,Phylica parviflora,0,0,Phylica parviflora,Phylica parviflora,,1,Accepted,Phylica parviflora,P.J. Bergius,Rhamnaceae,tpl;tropicos, ,
1512,TNRS_Accepted_name,,,,,,Phylica plumosa,0,0,Phylica plumosa,Phylica plumosa,,1,Accepted,Phylica plumosa,L.,Rhamnaceae,tpl;tropicos, ,
1513,TNRS_Accepted_name,,,,,,Phylica pubescens,0,0,Phylica pubescens,Phylica pubescens,,1,Accepted,Phylica pubescens,Aiton,Rhamnaceae,tpl;tropicos, ,
1520,TNRS_Accepted_name,,,,,,Physalis viscosa,0,0,Physalis viscosa,Physalis viscosa,,1,Accepted,Physalis viscosa,L.,Solanaceae,tpl;tropicos;usda, ,
1522,TNRS_Accepted_name,,,,,,Phytolacca octandra,1,0,Phytolacca octandra,Phytolacca octandra,,1,Accepted,Phytolacca octandra,L.,Phytolaccaceae,tpl;tropicos;usda, ,
1527,TNRS_Accepted_name,,,,,,Pinus pinaster,1,0,Pinus pinaster,Pinus pinaster,,1,Accepted,Pinus pinaster,Aiton,Pinaceae,tpl;tropicos;usda, ,
1528,TNRS_Accepted_name,,,,,,Pinus pinea,1,0,Pinus pinea,Pinus pinea,,1,Accepted,Pinus pinea,L.,Pinaceae,tpl;usda, ,
1529,TNRS_Accepted_name,,,,,,Pinus radiata,1,0,Pinus radiata,Pinus radiata,,1,Accepted,Pinus radiata,D.Don,Pinaceae,tpl, ,
1532,TNRS_Accepted_name,,,,,,Pittosporum undulatum,0,0,Pittosporum undulatum,Pittosporum undulatum,,1,Accepted,Pittosporum undulatum,Vent.,Pittosporaceae,tpl;tropicos;usda, ,
1533,TNRS_Accepted_name,,,,,,Plantago lanceolata,1,0,Plantago lanceolata,Plantago lanceolata,,1,Accepted,Plantago lanceolata,L.,Plantaginaceae,tpl;tropicos;usda, ,
1534,TNRS_Accepted_name,,,,,,Plantago remota,1,0,Plantago remota,Plantago remota,,1,Accepted,Plantago remota,Lam.,Plantaginaceae,tpl;tropicos, ,
1535,TNRS_Accepted_name,,,,,,Platycaulos compressus,1,0,Platycaulos compressus,Platycaulos compressus,,1,Accepted,Platycaulos compressus,(Rottb.) H.P.Linder,Restionaceae,tpl, ,
1536,TNRS_Accepted_name,,,,,,Platycaulos major,1,0,Platycaulos major,Platycaulos major,,1,Accepted,Platycaulos major,(Mast.) H.P.Linder,Restionaceae,tpl, ,
1537,TNRS_Accepted_name,,,,,,PLATYCAULOS MAJOR,0,0,PLATYCAULOS MAJOR,Platycaulos major,,1,Accepted,Platycaulos major,(Mast.) H.P.Linder,Restionaceae,tpl, ,
1541,TNRS_Accepted_name,,,,,,Poaceae,0,0,Poaceae,Poaceae,,1,Accepted,Poaceae,,,tpl;usda, ,
1545,TNRS_Accepted_name,,,,,,Podalyria argentea,1,0,Podalyria argentea,Podalyria argentea,,1,Accepted,Podalyria argentea,Salisb.,Fabaceae,ildis, [Ambiguous match] ,
1546,TNRS_Accepted_name,,,,,,Podalyria biflora,1,0,Podalyria biflora,Podalyria biflora,,1,Accepted,Podalyria biflora,(Retz.)Lam.,Fabaceae,ildis, ,
1547,TNRS_Accepted_name,,,,,,Podalyria calyptrata,1,0,Podalyria calyptrata,Podalyria calyptrata,,1,Accepted,Podalyria calyptrata,(Retz.)Willd.,Fabaceae,ildis, ,
1548,TNRS_Accepted_name,,,,,,Podalyria sericea,1,0,Podalyria sericea,Podalyria sericea,,1,Accepted,Podalyria sericea,R.Br.,Fabaceae,ildis, ,
1552,TNRS_Accepted_name,,,,,,Polycarpon tetraphyllum,1,0,Polycarpon tetraphyllum,Polycarpon tetraphyllum,,1,Accepted,Polycarpon tetraphyllum,(L.) L.,Caryophyllaceae,tpl;tropicos;usda, ,
1553,TNRS_Accepted_name,,,,,,Polygala,0,0,Polygala,Polygala,,1,Accepted,Polygala,,Polygalaceae,tpl, ,
1554,TNRS_Accepted_name,,,,,,Polygala bracteolata,1,0,Polygala bracteolata,Polygala bracteolata,,1,Accepted,Polygala bracteolata,L.,Polygalaceae,tpl;tropicos, ,
1555,TNRS_Accepted_name,,,,,,Polygala garcinii,1,0,Polygala garcinii,Polygala garcinii,,1,Accepted,Polygala garcinii,DC.,Polygalaceae,tpl;tropicos, ,
1556,TNRS_Accepted_name,,,,,,Polygala lehmanniana,1,0,Polygala lehmanniana,Polygala lehmanniana,,1,Accepted,Polygala lehmanniana,Eckl. & Zeyh.,Polygalaceae,tpl;tropicos, ,
1558,TNRS_Accepted_name,,,,,,Polygala myrtifolia,1,0,Polygala myrtifolia,Polygala myrtifolia,,1,Accepted,Polygala myrtifolia,L.,Polygalaceae,tpl;tropicos;usda, ,
1559,TNRS_Accepted_name,,,,,,Polygala recognita,1,0,Polygala recognita,Polygala recognita,,1,Accepted,Polygala recognita,Chodat,Polygalaceae,tpl;tropicos, ,
1561,TNRS_Accepted_name,,,,,,Polygala umbellata,1,0,Polygala umbellata,Polygala umbellata,,1,Accepted,Polygala umbellata,L.,Polygalaceae,tpl;tropicos, ,
1562,TNRS_Accepted_name,,,,,,Polygonum aviculare,1,0,Polygonum aviculare,Polygonum aviculare,,1,Accepted,Polygonum aviculare,L.,Polygonaceae,tpl;tropicos;usda, ,
1563,TNRS_Accepted_name,,,,,,Polypogon monspeliensis,1,0,Polypogon monspeliensis,Polypogon monspeliensis,,1,Accepted,Polypogon monspeliensis,(L.) Desf.,Poaceae,tpl;tropicos;usda, ,
1565,TNRS_Accepted_name,,,,,,Populus canescens,0,0,Populus canescens,Populus canescens,,1,Accepted,Populus canescens,(Aiton) Sm.,Salicaceae,tropicos, ,
1566,TNRS_Accepted_name,,,,,,Printzia aromatica,1,0,Printzia aromatica,Printzia aromatica,,1,Accepted,Printzia aromatica,(L.) Less.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:5D0AEF35-E6F5-4BF9-BA66-9721F9E135EF
1568,TNRS_Accepted_name,,,,,,Prismatocarpus fruticosus,1,0,Prismatocarpus fruticosus,Prismatocarpus fruticosus,,1,Accepted,Prismatocarpus fruticosus,(L.) L'Hթr.,Campanulaceae,tpl, ,
1569,TNRS_Accepted_name,,,,,,Prismatocarpus lycopodioides,1,0,Prismatocarpus lycopodioides,Prismatocarpus lycopodioides,,1,Accepted,Prismatocarpus lycopodioides,A.DC.,Campanulaceae,tpl, ,
1571,TNRS_Accepted_name,,,,,,Prismatocarpus sessilis,1,0,Prismatocarpus sessilis,Prismatocarpus sessilis,,1,Accepted,Prismatocarpus sessilis,Eckl. ex A.DC.,Campanulaceae,tpl, ,
1572,TNRS_Accepted_name,,,,,,Protea acaulos,1,0,Protea acaulos,Protea acaulos,,1,Accepted,Protea acaulos,Reich.,Proteaceae,tpl;tropicos, ,
1573,TNRS_Accepted_name,,,,,,Protea cynaroides,1,0,Protea cynaroides,Protea cynaroides,,1,Accepted,Protea cynaroides,(L.) L.,Proteaceae,tpl;tropicos;usda, ,
1576,TNRS_Accepted_name,,,,,,Protea lepidocarpodendron,1,0,Protea lepidocarpodendron,Protea lepidocarpodendron,,1,Accepted,Protea lepidocarpodendron,L.,Proteaceae,tpl;tropicos, ,
1578,TNRS_Accepted_name,,,,,,Protea neriifolia,1,0,Protea neriifolia,Protea neriifolia,,1,Accepted,Protea neriifolia,R. Br.,Proteaceae,tpl;tropicos, ,
1579,TNRS_Accepted_name,,,,,,protea nitida,0,0,protea nitida,Protea nitida,,1,Accepted,Protea nitida,Mill.,Proteaceae,tpl;tropicos, ,
1580,TNRS_Accepted_name,,,,,,Protea nitida,1,0,Protea nitida,Protea nitida,,1,Accepted,Protea nitida,Mill.,Proteaceae,tpl;tropicos, ,
1581,TNRS_Accepted_name,,,,,,Protea repens,1,0,Protea repens,Protea repens,,1,Accepted,Protea repens,L.,Proteaceae,tpl;tropicos, ,
1588,TNRS_Accepted_name,,,,,,Pseudognaphalium undulatum,1,0,Pseudognaphalium undulatum,Pseudognaphalium undulatum,,1,Accepted,Pseudognaphalium undulatum,(L.) Hilliard & B.L.Burtt,Asteraceae,gcc, ,urn:lsid:compositae.org:names:9AF55D24-89C0-4B1E-8826-C986C2885255
1589,TNRS_Accepted_name,,,,,,Pseudopentameris caespitosa,1,0,Pseudopentameris caespitosa,Pseudopentameris caespitosa,,1,Accepted,Pseudopentameris caespitosa,N.P.Barker,Poaceae,tpl, ,
1591,TNRS_Accepted_name,,,,,,Pseudopentameris macrantha,1,0,Pseudopentameris macrantha,Pseudopentameris macrantha,,1,Accepted,Pseudopentameris macrantha,(Schrad.) Conert,Poaceae,tpl;tropicos, ,
1592,TNRS_Accepted_name,,,,,,Pseudoselago peninsulae,1,0,Pseudoselago peninsulae,Pseudoselago peninsulae,,1,Accepted,Pseudoselago peninsulae,Hilliard,Scrophulariaceae,tpl;tropicos, ,
1593,TNRS_Accepted_name,,,,,,Pseudoselago serrata,1,0,Pseudoselago serrata,Pseudoselago serrata,,1,Accepted,Pseudoselago serrata,(P.J. Bergius) Hilliard,Scrophulariaceae,tpl;tropicos, ,
1594,TNRS_Accepted_name,,,,,,Pseudoselago spuria,1,0,Pseudoselago spuria,Pseudoselago spuria,,1,Accepted,Pseudoselago spuria,(L.) Hilliard,Scrophulariaceae,tpl;tropicos, ,
1601,TNRS_Accepted_name,,,,,,Psoralea aculeata,1,0,Psoralea aculeata,Psoralea aculeata,,1,Accepted,Psoralea aculeata,L.,Fabaceae,ildis;tropicos, ,
1602,TNRS_Accepted_name,,,,,,Psoralea aphylla,1,0,Psoralea aphylla,Psoralea aphylla,,1,Accepted,Psoralea aphylla,L.,Fabaceae,ildis;tropicos, ,
1606,TNRS_Accepted_name,,,,,,Psoralea pinnata,1,0,Psoralea pinnata,Psoralea pinnata,,1,Accepted,Psoralea pinnata,L.,Fabaceae,ildis;tropicos, ,
1608,TNRS_Accepted_name,,,,,,Pteridium aquilinum,1,0,Pteridium aquilinum,Pteridium aquilinum,,1,Accepted,Pteridium aquilinum,(L.) Kuhn,Dennstaedtiaceae,tpl;tropicos;usda, ,
1611,TNRS_Accepted_name,,,,,,Pterocelastrus tricuspidatus,1,0,Pterocelastrus tricuspidatus,Pterocelastrus tricuspidatus,,1,Accepted,Pterocelastrus tricuspidatus,Walp.,Celastraceae,tpl;tropicos, ,
1612,TNRS_Accepted_name,,,,,,Pteronia hirsuta,1,0,Pteronia hirsuta,Pteronia hirsuta,,1,Accepted,Pteronia hirsuta,L.f.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:94783F28-78BB-4C4C-B6C1-E91D00976201
1615,TNRS_Accepted_name,,,,,,Pycreus polystachyos,1,0,Pycreus polystachyos,Pycreus polystachyos,,1,Accepted,Pycreus polystachyos,(Rottb.) P.Beauv.,Cyperaceae,tpl, ,
1616,TNRS_Accepted_name,,,,,,Rafnia angulata,1,0,Rafnia angulata,Rafnia angulata,,1,Accepted,Rafnia angulata,Thunb.,Fabaceae,ildis;tropicos, ,
1618,TNRS_Accepted_name,,,,,,Rafnia triflora,1,0,Rafnia triflora,Rafnia triflora,,1,Accepted,Rafnia triflora,Thunb.,Fabaceae,ildis, ,
1620,TNRS_Accepted_name,,,,,,Rapanea melanophloeos,1,0,Rapanea melanophloeos,Rapanea melanophloeos,,1,Accepted,Rapanea melanophloeos,(L.) Mez,Primulaceae,tpl;tropicos, ,
1622,TNRS_Accepted_name,,,,,,Raphanus raphanistrum,1,0,Raphanus raphanistrum,Raphanus raphanistrum,,1,Accepted,Raphanus raphanistrum,L.,Brassicaceae,tpl;tropicos;usda, ,
1623,TNRS_Accepted_name,,,,,,Rapistrum rugosum,0,0,Rapistrum rugosum,Rapistrum rugosum,,1,Accepted,Rapistrum rugosum,(L.) All.,Brassicaceae,tpl;tropicos;usda, ,
1624,TNRS_Accepted_name,,,,,,Restio  capensis,0,0,Restio  capensis,Restio capensis,,1,Accepted,Restio capensis,(L.) H.P.Linder & C.R.Hardy,Restionaceae,tpl, ,
1626,TNRS_Accepted_name,,,,,,Restio capensis,1,0,Restio capensis,Restio capensis,,1,Accepted,Restio capensis,(L.) H.P.Linder & C.R.Hardy,Restionaceae,tpl, ,
1627,TNRS_Accepted_name,,,,,,Restio cincinnatus,1,0,Restio cincinnatus,Restio cincinnatus,,1,Accepted,Restio cincinnatus,Mast.,Restionaceae,tpl, ,
1629,TNRS_Accepted_name,,,,,,Restio curviramis,1,0,Restio curviramis,Restio curviramis,,1,Accepted,Restio curviramis,Kunth,Restionaceae,tpl, ,
1630,TNRS_Accepted_name,,,,,,Restio eleocharis,1,0,Restio eleocharis,Restio eleocharis,,1,Accepted,Restio eleocharis,Nees ex Mast.,Restionaceae,tpl, ,
1631,TNRS_Accepted_name,,,,,,Restio filiformis,1,0,Restio filiformis,Restio filiformis,,1,Accepted,Restio filiformis,Poir.,Restionaceae,tpl;tropicos, ,
1634,TNRS_Accepted_name,,,,,,Restio gaudichaudianus,1,0,Restio gaudichaudianus,Restio gaudichaudianus,,1,Accepted,Restio gaudichaudianus,Kunth,Restionaceae,tpl, ,
1635,TNRS_Accepted_name,,,,,,Restio perplexus,1,0,Restio perplexus,Restio perplexus,,1,Accepted,Restio perplexus,Kunth,Restionaceae,tpl;tropicos, ,
1637,TNRS_Accepted_name,,,,,,Restio quadratus,1,0,Restio quadratus,Restio quadratus,,1,Accepted,Restio quadratus,Mast.,Restionaceae,tpl;tropicos, ,
1638,TNRS_Accepted_name,,,,,,Restio quadratus ?,0,0,Restio quadratus ?,Restio quadratus,,1,Accepted,Restio quadratus,Mast.,Restionaceae,tpl;tropicos, ,
1645,TNRS_Accepted_name,,,,,,Restio tetragonus,1,0,Restio tetragonus,Restio tetragonus,,1,Accepted,Restio tetragonus,Thunb.,Restionaceae,tpl;tropicos, ,
1647,TNRS_Accepted_name,,,,,,Restio triticeus,1,0,Restio triticeus,Restio triticeus,,1,Accepted,Restio triticeus,Rottb.,Restionaceae,tpl;tropicos, ,
1648,TNRS_Accepted_name,,,,,,Restio vimineus,1,0,Restio vimineus,Restio vimineus,,1,Accepted,Restio vimineus,Rottb.,Restionaceae,tpl, ,
1649,TNRS_Accepted_name,,,,,,Restionaceae,0,0,Restionaceae,Restionaceae,,1,Accepted,Restionaceae,,,tpl, ,
1652,TNRS_Accepted_name,,,,,,Rhus glauca,0,1,Rhus glauca,Rhus glauca,,1,Accepted,Rhus glauca,Thunb.,Anacardiaceae,tpl;tropicos, ,
1653,TNRS_Accepted_name,,,,,,Rhus laevigata,0,1,Rhus laevigata,Rhus laevigata,,1,Accepted,Rhus laevigata,L.,Anacardiaceae,tpl;tropicos, ,
1654,TNRS_Accepted_name,,,,,,Rhus lucida,0,1,Rhus lucida,Rhus lucida,,1,Accepted,Rhus lucida,L.,Anacardiaceae,tpl;tropicos, ,
1655,TNRS_Accepted_name,,,,,,Rhus rosmarinifolia,0,1,Rhus rosmarinifolia,Rhus rosmarinifolia,,1,Accepted,Rhus rosmarinifolia,Vahl,Anacardiaceae,tpl;tropicos, ,
1656,TNRS_Accepted_name,,,,,,Rhus tomentosa,0,1,Rhus tomentosa,Rhus tomentosa,,1,Accepted,Rhus tomentosa,L.,Anacardiaceae,tpl;tropicos, ,
1657,TNRS_Accepted_name,,,,,,Rhynchosia capensis,1,0,Rhynchosia capensis,Rhynchosia capensis,,1,Accepted,Rhynchosia capensis,(Burm.f.)Schinz,Fabaceae,ildis, ,
1658,TNRS_Accepted_name,,,,,,Rhynchosia ferulifolia,1,0,Rhynchosia ferulifolia,Rhynchosia ferulifolia,,1,Accepted,Rhynchosia ferulifolia,Harv.,Fabaceae,ildis, ,
1662,TNRS_Accepted_name,,,,,,Roella amplexicaulis,1,0,Roella amplexicaulis,Roella amplexicaulis,,1,Accepted,Roella amplexicaulis,Dod,Campanulaceae,tpl, ,
1664,TNRS_Accepted_name,,,,,,Roella ciliata,1,0,Roella ciliata,Roella ciliata,,1,Accepted,Roella ciliata,L.,Campanulaceae,tpl;tropicos, ,
1666,TNRS_Accepted_name,,,,,,Roella compacta,1,0,Roella compacta,Roella compacta,,1,Accepted,Roella compacta,Schltr.,Campanulaceae,tpl;tropicos, ,
1667,TNRS_Accepted_name,,,,,,Roella decurrens,1,0,Roella decurrens,Roella decurrens,,1,Accepted,Roella decurrens,L'Hթr.,Campanulaceae,tpl;tropicos, ,
