Order,Best_source,Det_to_species,Doug_to_check,Human_alternative,Human_comment,Alien,Original,Official,Synonym,TNRS_Name_submitted,TNRS_Name_matched,TNRS_Author_matched,TNRS_Overall_score,TNRS_Taxonomic_status,TNRS_Accepted_name,TNRS_Accepted_author,TNRS_Accepted_family,TNRS_Source,TNRS_Warnings,TNRS_Accepted_name_lsid
119,TNRS_Accepted_name,,,,,,Aspalathus ericifolia,1,0,Aspalathus ericifolia,Aspalathus ericifolia,,1,Accepted,Aspalathus ericifolia,L.,Fabaceae,ildis, ,
122,TNRS_Accepted_name,,,,,,Aspalathus ericifolia ssp. ericifolia,0,0,Aspalathus ericifolia ssp. ericifolia,Aspalathus ericifolia subsp. ericifolia,,1,Accepted,Aspalathus ericifolia subsp. ericifolia,,Fabaceae,ildis, ,
128,TNRS_Accepted_name,,,,,,Aspalathus forbesii,1,0,Aspalathus forbesii,Aspalathus forbesii,,1,Accepted,Aspalathus forbesii,Harv.,Fabaceae,ildis, ,
130,TNRS_Accepted_name,,,,,,Aspalathus hispida,1,0,Aspalathus hispida,Aspalathus hispida,,1,Accepted,Aspalathus hispida,Thunb.,Fabaceae,ildis, ,
131,TNRS_Accepted_name,,,,,,Aspalathus juniperina,1,0,Aspalathus juniperina,Aspalathus juniperina,,1,Accepted,Aspalathus juniperina,Thunb.,Fabaceae,ildis, ,
136,TNRS_Accepted_name,,,,,,Aspalathus linguiloba,1,0,Aspalathus linguiloba,Aspalathus linguiloba,,1,Accepted,Aspalathus linguiloba,R.Dahlgren,Fabaceae,ildis, ,
138,TNRS_Accepted_name,,,,,,Aspalathus microphylla,1,0,Aspalathus microphylla,Aspalathus microphylla,,1,Accepted,Aspalathus microphylla,DC.,Fabaceae,ildis, [Ambiguous match] ,
139,TNRS_Accepted_name,,,,,,Aspalathus retroflexa ssp. retroflexa,0,0,Aspalathus retroflexa ssp. retroflexa,Aspalathus retroflexa subsp. retroflexa,,1,Accepted,Aspalathus retroflexa subsp. retroflexa,,Fabaceae,ildis, ,
146,TNRS_Accepted_name,,,,,,Asparagus aethiopicus,1,0,Asparagus aethiopicus,Asparagus aethiopicus,,1,Accepted,Asparagus aethiopicus,L.,Asparagaceae,tpl;tropicos, ,
147,TNRS_Accepted_name,,,,,,Asparagus africanus,1,0,Asparagus africanus,Asparagus africanus,,1,Accepted,Asparagus africanus,Lam.,Asparagaceae,tpl;tropicos;usda, ,
149,TNRS_Accepted_name,,,,,,Asparagus capensis,1,0,Asparagus capensis,Asparagus capensis,,1,Accepted,Asparagus capensis,L.,Asparagaceae,tpl, ,
152,TNRS_Accepted_name,,,,,,asparagus lignosus,0,0,asparagus lignosus,Asparagus lignosus,,1,Accepted,Asparagus lignosus,Burm.f.,Asparagaceae,tpl, ,
153,TNRS_Accepted_name,,,,,,Asparagus lignosus,1,0,Asparagus lignosus,Asparagus lignosus,,1,Accepted,Asparagus lignosus,Burm.f.,Asparagaceae,tpl, ,
154,TNRS_Accepted_name,,,,,,Asparagus rubicundus,1,0,Asparagus rubicundus,Asparagus rubicundus,,1,Accepted,Asparagus rubicundus,P.J.Bergius,Asparagaceae,tpl, ,
161,TNRS_Accepted_name,,,,,,Aspidoglossum heterophyllum,1,0,Aspidoglossum heterophyllum,Aspidoglossum heterophyllum,,1,Accepted,Aspidoglossum heterophyllum,E.Mey.,Apocynaceae,tpl, ,
163,TNRS_Accepted_name,,,,,,Astephanus triflorus,1,0,Astephanus triflorus,Astephanus triflorus,,1,Accepted,Astephanus triflorus,(L.f.) R.Br.,Apocynaceae,tpl, ,
168,TNRS_Accepted_name,,,,,,Athanasia crithmifolia,1,0,Athanasia crithmifolia,Athanasia crithmifolia,,1,Accepted,Athanasia crithmifolia,(L.) L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:F219D154-9802-48BB-8F19-94D11F2045D8
169,TNRS_Accepted_name,,,,,,Athanasia dentata,1,0,Athanasia dentata,Athanasia dentata,,1,Accepted,Athanasia dentata,(L.) L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:A83E9D99-CAA4-4708-8812-45225AD0828F
172,TNRS_Accepted_name,,,,,,Atriplex semibaccata,1,0,Atriplex semibaccata,Atriplex semibaccata,,1,Accepted,Atriplex semibaccata,R.Br.,Amaranthaceae,tpl, ,
173,TNRS_Accepted_name,,,,,1,Avena barbata,1,0,Avena barbata,Avena barbata,,1,Accepted,Avena barbata,Pott ex Link,Poaceae,tpl;tropicos;usda, ,
174,TNRS_Accepted_name,,,,,1,Avena fatua,1,0,Avena fatua,Avena fatua,,1,Accepted,Avena fatua,L.,Poaceae,tpl;tropicos;usda, ,
177,TNRS_Accepted_name,,,,,1,Avena sativa,1,0,Avena sativa,Avena sativa,,1,Accepted,Avena sativa,L.,Poaceae,tpl;tropicos;usda, ,
180,TNRS_Accepted_name,,,,,,Babiana ambigua,1,0,Babiana ambigua,Babiana ambigua,,1,Accepted,Babiana ambigua,(Roem. & Schult.) G.J.Lewis,Iridaceae,tpl, ,
185,TNRS_Accepted_name,,,,,,Baeometra uniflora,1,0,Baeometra uniflora,Baeometra uniflora,,1,Accepted,Baeometra uniflora,(Jacq.) G.J.Lewis,Colchicaceae,tpl, ,
186,TNRS_Accepted_name,,,,,,Berkheya,0,0,Berkheya,Berkheya,,1,Accepted,Berkheya,Ehrh.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:55AB2CEF-122F-498B-9D98-FEE9FB01156D
187,TNRS_Accepted_name,,,,,,Berkheya armata,1,0,Berkheya armata,Berkheya armata,,1,Accepted,Berkheya armata,(Vahl) Druce,Asteraceae,gcc, ,urn:lsid:compositae.org:names:9BB27DCF-9833-4355-84D0-733F9F3A08FA
188,TNRS_Accepted_name,,,,,,Berkheya barbata,1,0,Berkheya barbata,Berkheya barbata,,1,Accepted,Berkheya barbata,(L.f.) Hutch.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:63AC4A67-88D2-42C7-B4C6-6F398772C609
189,TNRS_Accepted_name,,,,,,Berkheya rigida,1,1,Berkheya rigida,Berkheya rigida,,1,Accepted,Berkheya rigida,"(Thunb.) Bolus & Wolley-Dod ex Ewart, Jean White & B.Rees",Asteraceae,gcc, ,urn:lsid:compositae.org:names:6111A590-3E9C-43FC-A019-51CF33460789
191,TNRS_Accepted_name,,,,,,Berzelia abrotanoides,1,0,Berzelia abrotanoides,Berzelia abrotanoides,,1,Accepted,Berzelia abrotanoides,(L.) Brongn.,Bruniaceae,tpl, ,
192,TNRS_Accepted_name,,,,,,berzelia lanuginosa,0,0,berzelia lanuginosa,Berzelia lanuginosa,,1,Accepted,Berzelia lanuginosa,(L.) Brongn.,Bruniaceae,tpl, ,
193,TNRS_Accepted_name,,,,,,Berzelia lanuginosa,1,0,Berzelia lanuginosa,Berzelia lanuginosa,,1,Accepted,Berzelia lanuginosa,(L.) Brongn.,Bruniaceae,tpl, ,
194,Human_alternative,,,Berzelia lanuginosa,,,Berzelia Lanuginosa,0,0,Berzelia Lanuginosa,Berzelia,,1,Accepted,Berzelia,,Bruniaceae,tpl, ,
195,TNRS_Accepted_name,,,,,,Blechnum capense,1,0,Blechnum capense,Blechnum capense,,1,Accepted,Blechnum capense,(L.) Schltdl.,Blechnaceae,tpl;tropicos, ,
196,TNRS_Accepted_name,,,,,,Blechnum tabulare,1,0,Blechnum tabulare,Blechnum tabulare,,1,Accepted,Blechnum tabulare,(Thunb.) Kuhn,Blechnaceae,tpl;tropicos, ,
198,TNRS_Accepted_name,,,,,,Bobartia filiformis,1,0,Bobartia filiformis,Bobartia filiformis,,1,Accepted,Bobartia filiformis,(L.f.) Ker Gawl.,Iridaceae,tpl, ,
199,TNRS_Accepted_name,,,,,,Bobartia gladiata,1,0,Bobartia gladiata,Bobartia gladiata,,1,Accepted,Bobartia gladiata,(L.f.) Ker Gawl.,Iridaceae,tpl, ,
200,TNRS_Accepted_name,,,,,,Bobartia indica,1,0,Bobartia indica,Bobartia indica,,1,Accepted,Bobartia indica,L.,Iridaceae,tpl;tropicos, ,
210,TNRS_Accepted_name,,,,,1,Brachypodium distachyon,1,0,Brachypodium distachyon,Brachypodium distachyon,,1,Accepted,Brachypodium distachyon,(L.) P.Beauv.,Poaceae,tpl, ,
212,TNRS_Accepted_name,,,,,1,Briza maxima,1,0,Briza maxima,Briza maxima,,1,Accepted,Briza maxima,L.,Poaceae,tpl;tropicos;usda, ,
213,TNRS_Accepted_name,,,,,1,Briza minor,1,0,Briza minor,Briza minor,,1,Accepted,Briza minor,L.,Poaceae,tpl;tropicos;usda, ,
216,TNRS_Accepted_name,,,,,1,Bromus diandrus,1,0,Bromus diandrus,Bromus diandrus,,1,Accepted,Bromus diandrus,Roth,Poaceae,tpl;tropicos;usda, ,
217,TNRS_Accepted_name,,,,,,Bromus pectinatus,1,0,Bromus pectinatus,Bromus pectinatus,,1,Accepted,Bromus pectinatus,Thunb.,Poaceae,tpl;tropicos;usda, ,
219,TNRS_Accepted_name,,,,,,Brunia noduliflora,1,0,Brunia noduliflora,Brunia noduliflora,,1,Accepted,Brunia noduliflora,Goldblatt & J.C.Manning,Bruniaceae,tpl, ,
221,TNRS_Accepted_name,,,,,,Brunsvigia orientalis,1,0,Brunsvigia orientalis,Brunsvigia orientalis,,1,Accepted,Brunsvigia orientalis,(L.) Aiton ex Eckl.,Amaryllidaceae,tpl, ,
229,TNRS_Accepted_name,,,,,,Bulbine lagopus,1,0,Bulbine lagopus,Bulbine lagopus,,1,Accepted,Bulbine lagopus,(Thunb.) N.E.Br.,Xanthorrhoeaceae,tpl, ,
233,TNRS_Accepted_name,,,,,,Caesia contorta,1,0,Caesia contorta,Caesia contorta,,1,Accepted,Caesia contorta,(L.f.) T.Durand & Schinz,Xanthorrhoeaceae,tpl, ,
237,TNRS_Accepted_name,,,,,,Campanulaceae,0,0,Campanulaceae,Campanulaceae,,1,Accepted,Campanulaceae,,,tpl;usda, ,
242,TNRS_Accepted_name,,,,,,Cannomois virgata,1,0,Cannomois virgata,Cannomois virgata,,1,Accepted,Cannomois virgata,(Rottb.) Steud.,Restionaceae,tpl;tropicos, ,
247,TNRS_Accepted_name,,,,,,Capelio tabularis,1,0,Capelio tabularis,Capelio tabularis,,1,Accepted,Capelio tabularis,(Thunb.) B.Nord.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:8F91C2D4-A99B-45E5-A67C-89B367F5EC9F
248,TNRS_Accepted_name,,,,,,Capeobolus brevicaulis,1,0,Capeobolus brevicaulis,Capeobolus brevicaulis,,1,Accepted,Capeobolus brevicaulis,(C.B.Clarke) Browning,Cyperaceae,tpl, ,
249,TNRS_Accepted_name,,,,,,Capnophyllum africanum,1,0,Capnophyllum africanum,Capnophyllum africanum,,1,Accepted,Capnophyllum africanum,(L.) Gaertn.,Apiaceae,tpl;tropicos, ,
252,TNRS_Accepted_name,,,,,,Carduus pycnocephalus,0,0,Carduus pycnocephalus,Carduus pycnocephalus,,1,Accepted,Carduus pycnocephalus,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:5EA114A5-BA0C-4B05-B954-CDFD8F170997
253,TNRS_Accepted_name,,,,,,Carduus tenuiflorus,0,0,Carduus tenuiflorus,Carduus tenuiflorus,,1,Accepted,Carduus tenuiflorus,Curtis,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:91DE7E59-9593-415A-A307-134134465D1C
254,TNRS_Accepted_name,,,,,,Carex aethiopica,1,0,Carex aethiopica,Carex aethiopica,,1,Accepted,Carex aethiopica,Schkuhr,Cyperaceae,tpl, ,
255,TNRS_Accepted_name,,,,,,Carex clavata,1,0,Carex clavata,Carex clavata,,1,Accepted,Carex clavata,Thunb.,Cyperaceae,tpl, ,
256,TNRS_Accepted_name,,,,,,Carpacoce spermacocea,1,0,Carpacoce spermacocea,Carpacoce spermacocea,,1,Accepted,Carpacoce spermacocea,(Rchb. ex Spreng.) Sond.,Rubiaceae,tpl, ,
257,TNRS_Accepted_name,,,,,,Carpacoce vaginellata,1,0,Carpacoce vaginellata,Carpacoce vaginellata,,1,Accepted,Carpacoce vaginellata,Salter,Rubiaceae,tpl, ,
258,TNRS_Accepted_name,,,,,,Carpobrotus acinaciformis,1,0,Carpobrotus acinaciformis,Carpobrotus acinaciformis,,1,Accepted,Carpobrotus acinaciformis,(L.) L.Bolus,Aizoaceae,tpl, ,
259,TNRS_Accepted_name,,,,,,carpobrotus edulis,0,0,carpobrotus edulis,Carpobrotus edulis,,1,Accepted,Carpobrotus edulis,(L.) N.E.Br.,Aizoaceae,tpl, ,
260,TNRS_Accepted_name,,,,,,Carpobrotus edulis,1,0,Carpobrotus edulis,Carpobrotus edulis,,1,Accepted,Carpobrotus edulis,(L.) N.E.Br.,Aizoaceae,tpl, ,
266,TNRS_Accepted_name,,,,,,Cassine maritima,0,1,Cassine maritima,Cassine maritima,,1,Accepted,Cassine maritima,(Bolus) L.Bolus,Celastraceae,tpl, ,
268,TNRS_Accepted_name,,,,,,Cassine peragua,1,0,Cassine peragua,Cassine peragua,,1,Accepted,Cassine peragua,L.,Celastraceae,tpl;tropicos, ,
270,TNRS_Accepted_name,,,,,,Cassytha ciliolata,1,0,Cassytha ciliolata,Cassytha ciliolata,,1,Accepted,Cassytha ciliolata,Nees,Lauraceae,tpl;tropicos, ,
274,TNRS_Accepted_name,,,,,,catapodium rigidum,0,0,catapodium rigidum,Catapodium rigidum,,1,Accepted,Catapodium rigidum,(L.) C.E.Hubb.,Poaceae,tpl, ,
275,TNRS_Accepted_name,,,,,,Catapodium rigidum,1,0,Catapodium rigidum,Catapodium rigidum,,1,Accepted,Catapodium rigidum,(L.) C.E.Hubb.,Poaceae,tpl, ,
276,TNRS_Accepted_name,,,,,,Centella affinis,1,0,Centella affinis,Centella affinis,,1,Accepted,Centella affinis,(Eckl. & Zeyh.) Adamson,Apiaceae,tpl;tropicos, ,
278,TNRS_Accepted_name,,,,,,Centella fusca,1,0,Centella fusca,Centella fusca,,1,Accepted,Centella fusca,(Eckl. & Zeyh.) Adamson,Apiaceae,tpl, ,
279,TNRS_Accepted_name,,,,,,Centella glabrata,1,0,Centella glabrata,Centella glabrata,,1,Accepted,Centella glabrata,L.,Apiaceae,tpl, ,
280,TNRS_Accepted_name,,,,,,Centella macrocarpa,1,0,Centella macrocarpa,Centella macrocarpa,,1,Accepted,Centella macrocarpa,(A.Rich.) Adamson,Apiaceae,tpl, ,
282,TNRS_Accepted_name,,,,,,Centella tridentata,1,0,Centella tridentata,Centella tridentata,,1,Accepted,Centella tridentata,(L.f.) Drude ex Domin,Apiaceae,tpl, ,
283,TNRS_Accepted_name,,,,,,Centella triloba,1,0,Centella triloba,Centella triloba,,1,Accepted,Centella triloba,(Thunb.) Drude,Apiaceae,tpl, ,
284,TNRS_Accepted_name,,,,,,Centella villosa,1,0,Centella villosa,Centella villosa,,1,Accepted,Centella villosa,L.,Apiaceae,tpl, ,
285,TNRS_Accepted_name,,,,,,Cerastium capense,1,0,Cerastium capense,Cerastium capense,,1,Accepted,Cerastium capense,Sond.,Caryophyllaceae,tpl;tropicos, ,
286,TNRS_Accepted_name,,,,,,Ceratandra atrata,1,0,Ceratandra atrata,Ceratandra atrata,,1,Accepted,Ceratandra atrata,(L.) T.Durand & Schinz,Orchidaceae,tpl, ,
290,TNRS_Accepted_name,,,,,,Chaenostoma hispidum,1,0,Chaenostoma hispidum,Chaenostoma hispidum,,1,Accepted,Chaenostoma hispidum,(Thunb.) Benth.,Scrophulariaceae,tpl;tropicos, ,
293,TNRS_Accepted_name,,,,,,Chasmanthe aethiopica,1,0,Chasmanthe aethiopica,Chasmanthe aethiopica,,1,Accepted,Chasmanthe aethiopica,(L.) N.E.Br.,Iridaceae,tpl, ,
294,TNRS_Accepted_name,,,,,,Cheilanthes capensis,1,0,Cheilanthes capensis,Cheilanthes capensis,,1,Accepted,Cheilanthes capensis,Sw.,Pteridaceae,tpl;tropicos, ,
297,TNRS_Accepted_name,,,,,,Chionanthus foveolatus,1,0,Chionanthus foveolatus,Chionanthus foveolatus,,1,Accepted,Chionanthus foveolatus,(E.Mey.) Stearn,Oleaceae,tpl, ,
298,TNRS_Accepted_name,,,,,,Chironia,0,0,Chironia,Chironia,,1,Accepted,Chironia,,Gentianaceae,tpl, ,
299,TNRS_Accepted_name,,,,,,Chironia baccifera,1,0,Chironia baccifera,Chironia baccifera,,1,Accepted,Chironia baccifera,L.,Gentianaceae,tpl;tropicos, ,
300,TNRS_Accepted_name,,,,,,Chironia decumbens,1,0,Chironia decumbens,Chironia decumbens,,1,Accepted,Chironia decumbens,Levyns,Gentianaceae,tpl;tropicos, ,
301,TNRS_Accepted_name,,,,,,Chironia jasminoides,1,0,Chironia jasminoides,Chironia jasminoides,,1,Accepted,Chironia jasminoides,L.,Gentianaceae,tpl;tropicos, ,
302,TNRS_Accepted_name,,,,,,Chironia linoides,1,0,Chironia linoides,Chironia linoides,,1,Accepted,Chironia linoides,L.,Gentianaceae,tpl, ,
305,TNRS_Accepted_name,,,,,,Chrysanthemoides,0,0,Chrysanthemoides,Chrysanthemoides,,1,Accepted,Chrysanthemoides,Fabr.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:869723AC-5D8F-4581-B314-030C8A93E3E2
306,TNRS_Accepted_name,,,,,,Chrysanthemoides incana,1,1,Chrysanthemoides incana,Chrysanthemoides incana,,1,Accepted,Chrysanthemoides incana,(Burm.f.) Norl.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:B18B94C3-625D-49BF-98C5-42CBA356D1AA
307,TNRS_Accepted_name,,,,,,Chrysanthemoides monilifera,1,1,Chrysanthemoides monilifera,Chrysanthemoides monilifera,,1,Accepted,Chrysanthemoides monilifera,(L.) Norl.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:B6D2DC72-7695-4EF8-8C06-701320A4F48A
312,TNRS_Accepted_name,,,,,,Chrysitrix capensis,1,0,Chrysitrix capensis,Chrysitrix capensis,,1,Accepted,Chrysitrix capensis,L.,Cyperaceae,tpl, ,
313,TNRS_Accepted_name,,,,,,Chrysitrix capensis var. subteres,0,0,Chrysitrix capensis var. subteres,Chrysitrix capensis var. subteres,,1,Accepted,Chrysitrix capensis var. subteres,C.B.Clarke,Cyperaceae,tpl, ,
315,TNRS_Accepted_name,,,,,,Chrysocoma ciliata,1,0,Chrysocoma ciliata,Chrysocoma ciliata,,1,Accepted,Chrysocoma ciliata,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:65CF9C75-A692-44F2-99B0-37AEEA667C3F
316,TNRS_Accepted_name,,,,,,Chrysocoma coma- aurea,0,0,Chrysocoma coma- aurea,Chrysocoma coma-aurea,,1,Accepted,Chrysocoma coma-aurea,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:23EE2888-9150-4426-83DB-651B7551A771
317,TNRS_Accepted_name,,,,,,chrysocoma coma-aurea,0,0,chrysocoma coma-aurea,Chrysocoma coma-aurea,,1,Accepted,Chrysocoma coma-aurea,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:23EE2888-9150-4426-83DB-651B7551A771
318,TNRS_Accepted_name,,,,,,Chrysocoma coma-aurea,1,0,Chrysocoma coma-aurea,Chrysocoma coma-aurea,,1,Accepted,Chrysocoma coma-aurea,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:23EE2888-9150-4426-83DB-651B7551A771
322,TNRS_Accepted_name,,,,,,Cineraria geifolia,1,0,Cineraria geifolia,Cineraria geifolia,,1,Accepted,Cineraria geifolia,(L.) L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:EF64FDE3-2131-4E46-A8CB-814195D53E5B
326,TNRS_Accepted_name,,,,,,Cissampelos capensis,1,0,Cissampelos capensis,Cissampelos capensis,,1,Accepted,Cissampelos capensis,L.f.,Menispermaceae,tpl, ,
328,TNRS_Accepted_name,,,,,,Cleretum herrei,1,0,Cleretum herrei,Cleretum herrei,,1,Accepted,Cleretum herrei,(Schwantes) Ihlenf. & Struck,Aizoaceae,tpl;tropicos, ,
330,TNRS_Accepted_name,,,,,,Cliffortia,0,0,Cliffortia,Cliffortia,,1,Accepted,Cliffortia,,Rosaceae,tpl, ,
332,TNRS_Accepted_name,,,,,,Cliffortia atrata,1,0,Cliffortia atrata,Cliffortia atrata,,1,Accepted,Cliffortia atrata,Weim.,Rosaceae,tpl;tropicos, ,
334,TNRS_Accepted_name,,,,,,Cliffortia falcata,1,0,Cliffortia falcata,Cliffortia falcata,,1,Accepted,Cliffortia falcata,L.f.,Rosaceae,tpl, ,
336,TNRS_Accepted_name,,,,,,Cliffortia filifolia,1,0,Cliffortia filifolia,Cliffortia filifolia,,1,Accepted,Cliffortia filifolia,L.f.,Rosaceae,tpl, ,
337,TNRS_Accepted_name,,,,,,Cliffortia filifolia?,0,0,Cliffortia filifolia?,Cliffortia filifolia,,1,Accepted,Cliffortia filifolia,L.f.,Rosaceae,tpl, ,
338,TNRS_Accepted_name,,,,,,Cliffortia glauca,1,0,Cliffortia glauca,Cliffortia glauca,,1,Accepted,Cliffortia glauca,Weim.,Rosaceae,tpl;tropicos, ,
339,TNRS_Accepted_name,,,,,,cliffortia graminea,0,0,cliffortia graminea,Cliffortia graminea,,1,Accepted,Cliffortia graminea,L.f.,Rosaceae,tpl, ,
340,TNRS_Accepted_name,,,,,,Cliffortia graminea,1,0,Cliffortia graminea,Cliffortia graminea,,1,Accepted,Cliffortia graminea,L.f.,Rosaceae,tpl, ,
342,TNRS_Accepted_name,,,,,,Cliffortia obcordata,1,0,Cliffortia obcordata,Cliffortia obcordata,,1,Accepted,Cliffortia obcordata,L.f.,Rosaceae,tpl, ,
343,TNRS_Accepted_name,,,,,,Cliffortia polygonifolia,1,0,Cliffortia polygonifolia,Cliffortia polygonifolia,,1,Accepted,Cliffortia polygonifolia,L.,Rosaceae,tpl, ,
344,TNRS_Accepted_name,,,,,,Cliffortia ruscifolia,1,0,Cliffortia ruscifolia,Cliffortia ruscifolia,,1,Accepted,Cliffortia ruscifolia,L.,Rosaceae,tpl, ,
350,TNRS_Accepted_name,,,,,,Cliffortia stricta,1,0,Cliffortia stricta,Cliffortia stricta,,1,Accepted,Cliffortia stricta,Weim.,Rosaceae,tpl;tropicos, ,
359,TNRS_Accepted_name,,,,,,Clutia alaternoides,1,0,Clutia alaternoides,Clutia alaternoides,,1,Accepted,Clutia alaternoides,L.,Euphorbiaceae,tpl, ,
360,TNRS_Accepted_name,,,,,,Clutia ericoides,1,0,Clutia ericoides,Clutia ericoides,,1,Accepted,Clutia ericoides,Thunb.,Euphorbiaceae,tpl;tropicos, ,
362,TNRS_Accepted_name,,,,,,Clutia polygonoides,1,0,Clutia polygonoides,Clutia polygonoides,,1,Accepted,Clutia polygonoides,L.,Euphorbiaceae,tpl;tropicos, ,
366,TNRS_Accepted_name,,,,,,Coleonema album,1,0,Coleonema album,Coleonema album,,1,Accepted,Coleonema album,(Thunb.) Bartl. & H.L.Wendl.,Rutaceae,tpl, ,
372,TNRS_Accepted_name,,,,,,Colpoon compressum,1,0,Colpoon compressum,Colpoon compressum,,1,Accepted,Colpoon compressum,P.J.Bergius,Santalaceae,tpl, ,
373,TNRS_Accepted_name,,,,,,Commelina africana,1,0,Commelina africana,Commelina africana,,1,Accepted,Commelina africana,L.,Commelinaceae,tpl, ,
376,TNRS_Accepted_name,,,,,,Conyza scabrida,0,1,Conyza scabrida,Conyza scabrida,,1,Accepted,Conyza scabrida,DC.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:163368D9-49FB-4231-81AF-AB5A93A050B1
377,TNRS_Accepted_name,,,,,,Corymbium africanum,1,0,Corymbium africanum,Corymbium africanum,,1,Accepted,Corymbium africanum,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:1A7B437A-05C0-4482-95FA-2D95F8813BA7
379,TNRS_Accepted_name,,,,,,Corymbium enerve,1,0,Corymbium enerve,Corymbium enerve,,1,Accepted,Corymbium enerve,Mark_tter,Asteraceae,gcc, ,urn:lsid:compositae.org:names:830ED367-AEC0-4E97-8873-3B17271C1CE6
380,TNRS_Accepted_name,,,,,,Corymbium glabrum,1,0,Corymbium glabrum,Corymbium glabrum,,1,Accepted,Corymbium glabrum,L.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:4BB27A4C-55C1-496A-AF9B-E7515645A4F6
384,TNRS_Accepted_name,,,,,,Cotula turbinata,1,0,Cotula turbinata,Cotula turbinata,,1,Accepted,Cotula turbinata,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:B2EBFC8B-058B-4425-8F26-2139469B5FB3
385,TNRS_Accepted_name,,,,,,Crassula campestris,1,0,Crassula campestris,Crassula campestris,,1,Accepted,Crassula campestris,(Eckl. & Zeyh.) Endl.,Crassulaceae,tpl, ,
387,TNRS_Accepted_name,,,,,,Crassula capensis,1,0,Crassula capensis,Crassula capensis,,1,Accepted,Crassula capensis,(L.) Baill.,Crassulaceae,tpl, ,
388,TNRS_Accepted_name,,,,,,Crassula coccinea,1,0,Crassula coccinea,Crassula coccinea,,1,Accepted,Crassula coccinea,L.,Crassulaceae,tpl;tropicos, ,
389,TNRS_Accepted_name,,,,,,Crassula decumbens,1,0,Crassula decumbens,Crassula decumbens,,1,Accepted,Crassula decumbens,Thunb.,Crassulaceae,tpl;tropicos, ,
390,TNRS_Accepted_name,,,,,,Crassula dichotoma,1,0,Crassula dichotoma,Crassula dichotoma,,1,Accepted,Crassula dichotoma,L.,Crassulaceae,tpl;tropicos, ,
391,TNRS_Accepted_name,,,,,,Crassula fascicularis,1,0,Crassula fascicularis,Crassula fascicularis,,1,Accepted,Crassula fascicularis,Lam.,Crassulaceae,tpl;tropicos, ,
393,TNRS_Accepted_name,,,,,,Crassula glomerata,1,0,Crassula glomerata,Crassula glomerata,,1,Accepted,Crassula glomerata,P.J.Bergius,Crassulaceae,tpl, ,
394,TNRS_Accepted_name,,,,,,Crassula nudicaulis,1,0,Crassula nudicaulis,Crassula nudicaulis,,1,Accepted,Crassula nudicaulis,L.,Crassulaceae,tpl, ,
398,TNRS_Accepted_name,,,,,,Crassula tetragona,1,0,Crassula tetragona,Crassula tetragona,,1,Accepted,Crassula tetragona,L.,Crassulaceae,tpl;tropicos, ,
402,TNRS_Accepted_name,,,,,,Cullumia decurrens,1,0,Cullumia decurrens,Cullumia decurrens,,1,Accepted,Cullumia decurrens,Less.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:0C7AF332-4398-449D-8EE3-939232879F0A
403,TNRS_Accepted_name,,,,,,Cullumia setosa,1,1,Cullumia setosa,Cullumia setosa,,1,Accepted,Cullumia setosa,(L.) Sieber ex R.Br.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:CEA87738-FA3D-4AC3-8853-BBEE220CD856
408,TNRS_Accepted_name,,,,,,Cuscuta nitida,1,0,Cuscuta nitida,Cuscuta nitida,,1,Accepted,Cuscuta nitida,E. Mey. ex Choisy,Convolvulaceae,tpl;tropicos, ,
410,TNRS_Accepted_name,,,,,,Cussonia thyrsiflora,1,0,Cussonia thyrsiflora,Cussonia thyrsiflora,,1,Accepted,Cussonia thyrsiflora,Thunb.,Araliaceae,tpl;tropicos, ,
411,TNRS_Accepted_name,,,,,,Cyanella hyacinthoides,1,0,Cyanella hyacinthoides,Cyanella hyacinthoides,,1,Accepted,Cyanella hyacinthoides,Royen ex L.,Tecophilaeaceae,tpl, ,
412,TNRS_Accepted_name,,,,,,Cyathocoma hexandra,1,0,Cyathocoma hexandra,Cyathocoma hexandra,,1,Accepted,Cyathocoma hexandra,(Nees) Browning,Cyperaceae,tpl;tropicos, ,
