Site/plot	Subplot	Date	Genus	species	Regen_mode	no	Max_height	prop_cov_alive	prop_cov
35.2	D	19.02.15	Leucadendron	xanthoconus	S	2	160	80	80
35.2	D	19.02.15	Hypodiscus	aristatus	R	1	100	20	25
35.2	D	19.02.15	Tetraria	cuspidata	R	2	100	5	5
35.2	D	19.02.15	Hermas	villosa	R	1	40	1	1
35.2	D	19.02.15	Erica	hispidula	S	2	110	25	25
35.2	D	19.02.15	Willdenowia	glomerata	S	2	80	2	2
35.2	D	19.02.15	Elegia	racemosa	S	3	100	10	10
35.2	D	19.02.15	Morella	humilis	R	2	20	20	20
35.2	D	19.02.15	Pseudopentameris	macrantha	R	1	40	1	2
35.2	D	19.02.15	Struthiola	ciliata	S	1	80	1	1
35.2	D	19.02.15	Tetraria	fasciata	R	1	40	5	5
35.2	D	19.02.15	Thamnochortus	gracilis	R	1	50	1	1
35.2	D	19.02.15	Berzelia	lanuginosa	S	0	180	10	10
35.2	D	19.02.15	Erica	hispidula_(dead)	S	3	100	0	25
35.2	D	19.02.15	Tritoniopsis	unguicularis	S	1	80	0.5	0.5
35.3	E	19.02.15	Restio	sp	S	1	50	2	2
35.3	E	19.02.15	Cliffortia	atrata	S	1	50	20	20
35.3	E	19.02.15	Capebolus	brevicaulis	S	1	25	10	12
35.3	E	19.02.15	Willdenowia	glomerata	R	1	40	4	20
35.3	E	19.02.15	Thamnochortus	gracilis	R	1	60	2	3
35.3	E	19.02.15	Struthiola	ciliata	S	1	50	4	4
35.3	E	19.02.15	Penaea	mucronata	S	2	40	10	10
35.3	E	19.02.15	Erica	hispidula	S	3	40	15	20
35.3	E	19.02.15	Morella	humilis	R	2	10	5	5
35.3	E	19.02.15	Elegia	racemosa	S	0	60	1	1
35.3	E	19.02.15	Erica	plukenetii	S	1	20	2	2
35.3	E	19.02.15	Syncarpha	speciosissina	S	1	20	1	15
35.3	E	19.02.15	Tetraria	cuspidata	R	0	30	1	2
35.3	E	19.02.15	Pseudopentameris	macrantha	R	1	30	3	5
35.3	E	19.02.15	Pentameris	colorata	S	1	10	2	2
35.3	E	19.02.15	Ficinia	zeyheri	S	1	5	1	1
35.3	E	19.02.15	Erica	similis	S	1	10	2	2
35.3	F	19.02.15	Thamnochortus	gracilis	R	3	70	5	5
35.3	F	19.02.15	Leucadendron	xanthoconus	S	3	90	45	45
35.3	F	19.02.15	Erica	hispidula	S	9	40	20	25
35.3	F	19.02.15	Erica	muscosa	S	2	40	5	5
35.3	F	19.02.15	Penaea	mucronata	R	1	40	15	15
35.3	F	19.02.15	Tetraria	flexvosa	R	2	50	8	12
35.3	F	19.02.15	Elegia	racemosa	S	1	80	2	2
35.3	F	19.02.15	Capebolus	brevicaulis	S	3	20	6	7
35.3	F	19.02.15	Pseudopentameris	macrantha	R	1	30	5	8
35.3	F	19.02.15	Pentameris	colorata	S	3	25	10	15
35.3	F	19.02.15	Hermas	villosa	S	1	5	0.5	0.5
35.3	F	19.02.15	Pentameris	sp	S	1	30	1	1
35.3	F	19.02.15	Willdenowia	glomerata	S	1	40	0.5	0.5
35.3	F	19.02.15	Corymbium	africanum	R	1	20	0.2	1
35.4	G	19.02.15	Tetraria	thermalis	R	1	50	50	60
35.4	G	19.02.15	Tetraria	fasciata	R	1	30	5	6
35.4	G	19.02.15	Erica	hispidula	S	3	40	15	15
35.4	G	19.02.15	Elegia	racemosa	S	1	100	5	6
35.4	G	19.02.15	Pentameris	(tiny_blom)	R	1	30	8	10
35.4	G	19.02.15	Cassytha	ciliolata	S	1	40	2	2
35.4	G	19.02.15	Phylica	imberbis	S	1	20	1	1
35.4	G	19.02.15	Pseudopentameris	macrantha	R	1	40	5	12
35.4	G	19.02.15	Erica	muscosa	S	1	100	1	15
35.4	G	19.02.15	Hermas	villosa	R	1	40	0.5	2
35.4	G	19.02.15	Capebolus	brevicaulis	R	1	25	4	6
35.4	G	19.02.15	Restio	sp	R	1	35	1	1
35.4	H	19.02.15	Tetraria	thermalis	R	1	100	70	75
35.4	H	19.02.15	Cliffortia	atrata	S	1	100	35	35
35.4	H	19.02.15	Watsonia	tabularis	R	1	90	3	20
35.4	H	19.02.15	Leucadendron	xanthoconus	S	1	120	25	25
35.4	H	19.02.15	Elegia	racemosa	S	1	100	5	6
35.4	H	19.02.15	Hermas	villosa	R	1	40	3	3
35.4	H	19.02.15	Erica	sp_(dead)	S	1	110	0	10
35.4	H	19.02.15	Struthiola	ciliata	S	1	80	1	1
35.4	H	19.02.15	Pentameris	(tiny_blom)	R	1	30	1	1
35.4	H	19.02.15	Tetraria	cuspidata	R	1	50	1	1
35.4	H	19.02.15	Willdenowia	glomerata	S	1	90	1	1
35.5	I	19.02.15	Leucadendron	xanthoconus	S	4	110	70	70
35.5	I	19.02.15	Erica	hispidula	S	5	110	30	40
35.5	I	19.02.15	Erica	muscosa	S	3	90	10	15
35.5	I	19.02.15	Anthospermum	aethiopicum	S	1	80	2	2
35.5	I	19.02.15	Watsonia	tabularis	R	1	80	5	15
35.5	I	19.02.15	Tetraria	flexvosa	R	1	50	5	10
35.5	I	19.02.15	Willdenowia	glomerata	R	3	70	7	10
35.5	I	19.02.15	Elegia	racemosa	S	3	100	5	5
35.5	I	19.02.15	Clutia	alaternoides	R	1	20	1	1
35.5	I	19.02.15	Struthiola	ciliata	S	1	80	3	3
35.5	I	19.02.15	Capebolus	brevicaulis	S	1	20	1	1
35.5	I	19.02.15	Pentameris	tiny_blom	R	1	20	2	4
35.5	I	19.02.15	Ficinis	zeyheri	S	1	20	1	1
35.5	I	19.02.15	Penaea	mucronata	R	0	40	1	1
35.5	J	19.02.15	Watsonia	tabularis_(dead)	R	1	50	0	20
35.5	J	19.02.15	Stilbe	vestita	R	1	90	30	30
35.5	J	19.02.15	Penaea	mucronata	R	1	80	25	25
35.5	J	19.02.15	Erica	hispidula	S	2	120	20	25
35.5	J	19.02.15	Leucadendron	xanthoconus	S	3	100	40	40
35.5	J	19.02.15	Cliffortia	atrata	S	1	40	15	15
35.5	J	19.02.15	Anthospermum	aethiopicum	S	1	20	2	2
35.5	J	19.02.15	Willdenowia	glomerata	R	2	40	2	3
35.5	J	19.02.15	Clutia	alaternoides	R	3	30	10	10
35.5	J	19.02.15	Tritoniopsis	unguicularis	S	1	20	0.2	0.2
35.5	J	19.02.15	Restio	sp	S	2	30	2	3
35.5	J	19.02.15	Erica	mammosa	S	0	180	4	4
35.5	J	19.02.15	Erica	muscosa	S	0	100	1	1
35.5	J	19.02.15	Ficinia	zeyheri	S	1	20	1	1
35.6	K	19.02.15	Erica	hispidula	S	3	125	35	35
35.6	K	19.02.15	Erica	muscosa	S	1	100	5	5
35.6	K	19.02.15	Leucadendron	xanthoconus	S	2	130	60	60
35.6	K	19.02.15	Penaea	mucronata	R	1	40	10	10
35.6	K	19.02.15	Clutia	alaternoides	R	1	20	1	1
35.6	K	19.02.15	Tetraria	flexuosa	R	1	60	5	5
35.6	K	19.02.15	Restio	sp	R	2	30	2	3
35.6	K	19.02.15	Watsonia	tabularis	R	1	90	2	10
35.6	K	19.02.15	Cliffortia	atrata	S	1	120	1	1
35.6	K	19.02.15	Willdenowia	glomerata	R	1	80	2	2
35.6	K	19.02.15	Thamnochortus	gracilis	R	0	50	1	1
35.6	L	19.02.15	Leucadendron	xanthoconus	S	3	100	50	50
35.6	L	19.02.15	Erica	hispidula	S	8	80	30	35
35.6	L	19.02.15	Cliffortia	atrata	S	1	50	10	10
35.6	L	19.02.15	Restio	sp	R	2	40	2	3
35.6	L	19.02.15	Tetraria	eximia	S	1	30	2	5
35.6	L	19.02.15	Willdenowia	glomerata	R	2	50	3	4
35.6	L	19.02.15	Erica	pulchella	S	2	50	5	5
35.6	L	19.02.15	Struthiola	ciliata	S	1	60	2	2
35.6	L	19.02.15	Berzelia	lanuginosa	S	1	50	1	1
35.6	L	19.02.15	Penaea	mucronata	R	1	15	5	5
35.6	L	19.02.15	Restio	cincinnatus	R	1	15	20	25
6.1	A	16.02.15	Restio	cincinnatus	R	1	50	70	75
6.1	A	16.02.15	Cliffortia	atrata	S	1	70	15	15
6.1	A	16.02.15	Leucadendron	xanthoconus	S	1	190	100	100
6.1	A	16.02.15	Watsonia	tabularis	R	1	120	0	3
6.1	A	16.02.15	Anthospermum	aethiopicum	S	1	60	2	2
6.1	A	16.02.15	Hermas	villosa	R	2	140	15	20
6.1	B	16.02.15	Cliffortia	atrata	S	1	60	40	40
6.1	B	16.02.15	Erica	similis	S	0	60	15	15
6.1	B	16.02.15	Pseudopentameris	macrantha	R	3	30	15	25
6.1	B	16.02.15	Erica	hispidula	S	1	65	10	10
6.1	B	16.02.15	Searsia	tomentosa	S	1	10	0.2	0.2
6.1	B	16.02.15	Clutia	alaternoides	R	1	30	1	1
6.1	B	16.02.15	Hermas	villosa	R	3	100	10	10
6.1	B	16.02.15	Restio	cincinnatus	S	2	10	1	1
6.2	C	16.02.15	Erica	hispidula	S	2	40	10	10
6.2	C	16.02.15	Helichrysum	cymosum	S	2	30	25	25
6.2	C	16.02.15	Restio	cincinnatus	S	1	10	1	1
6.2	C	16.02.15	Pentameris	pallescens	S	5	45	10	10
6.2	C	16.02.15	Ficinia	brevifolius	R	0	120	5	20
6.2	C	16.02.15	Pseudopentameris	macrantha	R	1	30	10	20
6.2	C	16.02.15	Struthiola	ciliata	S	1	35	15	15
6.2	C	16.02.15	Stoebe	plumosa	S	0	40	1	1
6.2	D	16.02.15	Struthiola	ciliata	S	1	50	1	1
6.2	D	16.02.15	Hermas	villosa	R	2	50	20	30
6.2	D	16.02.15	Leucadendron	xanthoconus	S	0	200	40	40
6.2	D	16.02.15	Cliffortia	atrata	S	1	50	15	15
6.2	D	16.02.15	Ficinia	brevifolius	R	1	180	20	40
6.2	D	16.02.15	Capelio	tabulare	R	0	50	1	1
6.2	D	16.02.15	Elegia	racemosa	R	1	120	2	2
6.3	E	16.02.15	Tetraria	cuspidata	S	1	35	8	8
6.3	E	16.02.15	Cliffortia	atrata	S	0	100	70	70
6.3	E	16.02.15	Myrsine	africana	S	1	35	5	5
6.3	E	16.02.15	Leucadendron	xanthoconus	S	2	230	100	100
6.3	E	16.02.15	Rapanea	melanophloeos	S	1	50	2	2
6.3	E	16.02.15	Ficinia	brevifolius	S	0	100	1	1
6.3	E	16.02.15	Stilbe	ericoides	S	0	120	1	1
6.3	F	16.02.15	Cliffortia	atrata	S	2	110	40	40
6.3	F	16.02.15	Erica	similis	S	2	100	90	90
6.3	F	16.02.15	Leucadendron	xanthoconus	S	0	160	20	20
6.3	F	16.02.15	Hermas	villosa	S	0	100	1	1
6.3	F	16.02.15	Erica	plukenetii	S	2	70	10	10
6.3	F	16.02.15	Erica	hispidula	S	1	70	3	3
6.4	G	16.02.15	Erica	hispidula	S	1	50	15	20
6.4	G	16.02.15	Hermas	villosa	R	1	100	25	25
6.4	G	16.02.15	Ficinia	brevifolius	R	1	30	10	20
6.4	G	16.02.15	Morella	humilis	R	3	30	4	4
6.4	G	16.02.15	Cliffortia	atrata	S	0	40	2	2
6.4	G	16.02.15	Struthiola	ciliata	S	2	55	3	3
6.4	G	16.02.15	Erica	plukenetii	S	1	55	8	8
6.4	G	16.02.15	Watsonia	tabularis	R	1	50	1	2
6.4	G	16.02.15	Myrsine	africana	S	1	20	2	2
6.4	H	16.02.15	Erica	similis	S	0	100	35	35
6.4	H	16.02.15	Erica	muscosa	S	2	40	3	3
6.4	H	16.02.15	Anthospermum	aethiopicum	S	2	100	10	10
6.4	H	16.02.15	Hermas	villosa	R	3	50	15	15
6.4	H	16.02.15	Cliffortia	atrata	S	1	80	10	10
6.4	H	16.02.15	Erica	hirtiflora	S	1	35	2	2
6.5	I	16.02.15	Erica	muscosa	S	3	45	20	30
6.5	I	16.02.15	Hermas	villosa	R	1	100	20	20
6.5	I	16.02.15	Cliffortia	atrata	S	1	80	25	25
6.5	I	16.02.15	Restio	cincinnatus	R	1	40	3	3
6.5	I	16.02.15	Penaea	mucronata	R	1	30	1	1
6.5	I	16.02.15	Struthiola	ciliata	S	1	35	2	2
6.5	J	16.02.15	Cliffortia	atrata	S	2	130	75	75
6.5	J	16.02.15	Pseudopentameris	macrantha	R	2	30	5	15
6.5	J	16.02.15	Hermas	villosa	R	2	80	10	15
6.5	J	16.02.15	Leucadendron	xanthoconus	S	0	190	35	35
6.5	J	16.02.15	Protea	cynaroides	R	0	120	1	1
6.5	J	16.02.15	Anthospermum	aethiopicum	S	0	30	1	1
6.5	J	16.02.15	Restio	cincinnatus	R	1	30	2	2
6.6	K	16.02.15	Erica	hispidula	S	2	130	40	40
6.6	K	16.02.15	Hermas	villosa	R	1	100	10	10
6.6	K	16.02.15	Cliffortia	atrata	S	0	130	20	20
6.6	K	16.02.15	Leucadendron	xanthoconus	S	0	170	30	30
6.6	K	16.02.15	Myrsine	africana	S	1	30	2	2
6.6	K	16.02.15	Capelio	tabulare	R	1	40	2	2
6.6	K	16.02.15	Stoebe	cinerea	S	1	80	1	1
6.6	L	16.02.15	Phylica	dioica	S	2	100	45	45
6.6	L	16.02.15	Cliffortia	atrata	S	1	130	60	60
6.6	L	16.02.15	Erica	hispidula	S	2	120	10	10
6.6	L	16.02.15	Leucadendron	xanthoconus	S	0	190	50	50
6.6	L	16.02.15	Pseudopentameris	macrantha	R	0	40	1	1
6.6	L	16.02.15	Erica	plukenetii	S	1	100	5	5
6.6	L	16.02.15	Ficinia	tenuifolius	R	3	20	2	5
34.1	A	17.02.15	Elegia	thyrsifera	S	2	230	20	100
34.1	A	17.02.15	Erica	hispidula	S	1	130	25	30
34.1	A	17.02.15	Berzelia	lanuginosa	S	0	200	10	10
34.1	A	17.02.15	Epischoenus	gracilis	R	2	100	5	5
34.1	B	17.02.15	Ficinia	angustifolia	S	4	30	2	2
34.1	B	17.02.15	Epischoenus	gracilis	S	1	80	2	2
34.1	B	17.02.15	Epischoenus	villosus	R	1	100	5	5
34.1	B	17.02.15	Cliffortia	graminea	S	2	100	25	25
34.1	B	17.02.15	Anthochortus	crinalis	S	1	10	5	5
34.1	B	17.02.15	Elegia	thyrsifera	S	2	220	25	40
34.1	B	17.02.15	Erica	hispidula_(dead)	S	1	80	0	10
34.2	C	17.02.15	Stoebe	plumosa	S	1	60	2	2
34.2	C	17.02.15	Erica	hispidula_(dead)	S	2	130	0	25
34.2	C	17.02.15	Elegia	thyrsifera	S	1	175	10	40
34.2	C	17.02.15	Epischoenus	gracilis	R	2	100	50	50
34.2	C	17.02.15	Epischoenus	villosus	R	1	60	1	1
34.2	C	17.02.15	Cliffortia	graminea	S	1	80	10	10
34.2	C	17.02.15	Carpacoce	spermacocea	S	1	80	5	5
34.2	C	17.02.15	Erics_	hispidula_(alive)	S	2	140	10	10
34.2	C	17.02.15	Erica	multumbellifera	S	1	40	1	1
34.2	D	17.02.15	Epischoenus	villosus	R	2	100	3	5
34.2	D	17.02.15	Osmitopsis	astericoides	R	0	250	5	5
34.2	D	17.02.15	Soroveta	ambigua	R	2	80	85	85
34.2	D	17.02.15	Penaea	mucronata	S	1	100	1	6
34.2	D	17.02.15	Cliffortia	graminea	S	1	60	0.5	0.5
34.2	D	17.02.15	Erica	hispidula_(dead)	S	0	120	0	10
34.2	D	17.02.15	Elegia	thyrsifera	S	0	200	1	2
34.2	D	17.02.15	Carpacoce	spermacocea	S	1	70	3	3
34.2	D	17.02.15	Berzelia	lanuginosa	S	1	190	3	3
34.3	E	17.02.15	Cliffortia	graminea	S	2	50	30	35
34.3	E	17.02.15	Osmitopsis	astericoides	R	3	100	20	25
34.3	E	17.02.15	Soroveta	ambigua	R	2	50	25	25
34.3	E	17.02.15	Elegia	thyrsifera	S	1	180	3	10
34.3	E	17.02.15	Epischoenus	gracilis	S	2	60	1	1
34.3	E	17.02.15	Virgilia	oroboides	S	0	500	60	65
34.3	E	17.02.15	Epischoenus	villosus	R	0	50	2	2
34.3	E	17.02.15	Gnidia	humilis	S	1	30	1	1
34.3	E	17.02.15	Erica	hispidula	S	1	50	0.5	2
34.3	F	17.02.15	Epischoenus	villosus	R	1	70	20	40
34.3	F	17.02.15	Gleichenia	polypodioides	S	2	50	55	55
34.3	F	17.02.15	Helichrysum	cymosum	S	0	50	2	2
34.3	F	17.02.15	Erica	hispidula	S	1	50	1	1
34.3	F	17.02.15	Epischoenus	gracilis	R	2	50	20	25
34.3	F	17.02.15	Erica	limosa	S	1	40	3	3
34.4	J	17.02.15	Epischoenus	villosus	R	3	70	25	25
34.4	J	17.02.15	Anthochortus	crinalis	R	3	40	20	20
34.4	J	17.02.15	Elegia	thyrsifera	S	1	180	20	20
34.4	J	17.02.15	Cliffortia	graminea	S	3	60	50	50
34.4	J	17.02.15	Epischoenus	gracilis	S	1	50	10	10
34.4	J	17.02.15	Erica	hispidula	S	1	30	2	2
34.6	K	17.02.15	Psoracea	asarina	S	1	10	0.5	0.5
34.6	K	17.02.15	Cliffortia	graminieus	S	2	100	25	25
34.6	K	17.02.15	Elegia	thyrsifera	S	1	200	20	20
34.6	K	17.02.15	Berzelia	lanuginosa	S	2	230	50	50
34.6	K	17.02.15	Epischoenus	villosus	R	3	80	30	40
34.6	K	17.02.15	Erica	hispidula_(dead)	S	2	120	5	30
34.6	K	17.02.15	Penaea	mucronata	S	1	120	3	3
34.6	L	17.02.15	Elegia	thyrsifera	S	1	230	30	100
34.6	L	17.02.15	Ficinia	angustifolia	S	2	100	5	5
34.6	L	17.02.15	Epischoenus	gracilis	S	2	120	2	2
34.6	L	17.02.15	Erica	hispidula	S	1	100	1	4
3.1	A	12.02.15	Saltera	sarcocolla	R	1	110	30	30
3.1	A	12.02.15	Cliffortia	stricta	S	0	150	35	35
3.1	A	12.02.15	Geochloa	rufa	R	3	35	4	5
3.1	A	12.02.15	Penea	mucronata	R	1	40	5	5
3.1	A	12.02.15	Willdenowia	teres	R	1	45	1	40
3.1	A	12.02.15	Tetraria	sylvatica	R	1	35	3	4
3.1	A	12.02.15	Tetraria	ustulata	R	1	30	5	5
3.1	A	12.02.15	Elytropappus	scaber	S	1	35	0	20
3.1	A	12.02.15	Erica	similis	S	0	45	1	1
3.1	A	12.02.15	Tritoniopsis	triticea	S	1	30	0.5	0.5
3.1	A	12.02.15	Lobelia	pinifolia	S	1	20	0.5	0.5
3.1	B	12.02.15	Liparia	splendens	R	1	180	40	40
3.1	B	12.02.15	Leucadendron	laureolum	S	1	210	50	65
3.1	B	12.02.15	Tetraria	bromoides	R	1	50	6	6
3.1	B	12.02.15	Elytropappus	scaber	S	5	50	20	50
3.1	B	12.02.15	Willdenowia	teres	S	3	80	3	6
3.1	B	12.02.15	Pseudopentameris	macrantha	R	3	50	15	20
3.1	B	12.02.15	Diosma	oppositifolia	S	2	50	4	4
3.1	B	12.02.15	Penaea	mucronata	R	0	75	1	1
3.1	B	12.02.15	Watsonia	borbonica	R	1	80	0	5
